City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,kodiak,57.79,-152.4072,-2.27,93,100,2.57,US,1674097955
1,pacific grove,36.6177,-121.9166,11.17,85,0,0.89,US,1674097956
2,hobart,-42.8794,147.3294,18.48,55,75,7.72,AU,1674097932
3,clyde river,70.4692,-68.5914,-31.69,97,100,0.82,CA,1674097958
4,yushu,44.8,126.5333,-12.47,76,93,3.38,CN,1674097958
5,mataura,-46.1927,168.8643,28.09,27,9,1.33,NZ,1674097959
6,mporokoso,-9.3727,30.125,15.85,96,100,1.78,ZM,1674097959
7,new norfolk,-42.7826,147.0587,18.29,35,18,3.25,AU,1674097960
8,paris,48.8534,2.3488,2.1,94,100,2.57,FR,1674097878
9,pala,9.3642,14.9046,20.07,27,53,2.4,TD,1674097960
10,imeni zhelyabova,58.9544,36.5956,1.34,98,100,7.56,RU,1674097961
11,mora,11.0461,14.1401,18.26,32,2,1.75,CM,1674097962
12,ushuaia,-54.8,-68.3,9.89,94,10,1.71,AR,1674097962
13,bontang,0.1333,117.5,28.61,69,44,2.04,ID,1674097963
14,nuuk,64.1835,-51.7216,-8.4,78,100,4.47,GL,1674097963
15,poltavka,54.3663,71.7632,-14.73,89,95,3.73,RU,1674097963
16,nikolskoye,59.7035,30.7861,1.0,98,100,5.12,RU,1674097964
17,verkhnyaya toyma,62.2349,44.9985,-2.19,87,100,4.76,RU,1674097964
18,albany,42.6001,-73.9662,4.65,82,100,1.34,US,1674097965
19,valparaiso,-33.0393,-71.6273,17.49,100,0,1.03,CL,1674097965
20,butaritari,3.0707,172.7902,26.84,80,79,6.96,KI,1674097966
21,coihaique,-45.5752,-72.0662,16.34,67,0,1.03,CL,1674097966
22,belmonte,-15.8631,-38.8828,23.95,86,29,1.01,BR,1674097967
23,bethel,41.3712,-73.414,7.05,72,75,3.6,US,1674097967
24,ballina,-28.8667,153.5667,30.56,59,0,6.43,AU,1674097968
25,eina,60.6295,10.5993,-1.94,97,99,1.01,NO,1674097968
26,mar del plata,-38.0023,-57.5575,22.19,90,100,8.05,AR,1674097969
27,salsk,46.4725,41.5428,0.34,92,85,5.52,RU,1674097969
28,mount isa,-20.7333,139.5,34.87,28,5,4.63,AU,1674097970
29,puerto ayora,-0.7393,-90.3518,24.19,94,53,2.25,EC,1674097970
30,villazon,-22.0866,-65.5942,11.13,60,98,2.99,BO,1674097971
31,armidale,-30.5167,151.65,21.49,56,88,3.46,AU,1674097971
32,port elizabeth,-33.918,25.5701,24.06,90,97,1.79,ZA,1674097972
33,umaria,23.5333,80.8333,13.32,32,0,1.67,IN,1674097972
34,sciacca,37.5082,13.0881,8.91,70,81,8.31,IT,1674097973
35,seymchan,62.8833,152.4333,-30.36,90,100,2.9,RU,1674097973
36,portland,45.5234,-122.6762,5.97,93,75,3.13,US,1674097429
37,victoria,22.2855,114.1577,19.41,68,0,1.79,HK,1674097803
38,avarua,-21.2078,-159.775,24.03,94,100,6.17,CK,1674097974
39,bredasdorp,-34.5322,20.0403,19.38,88,6,2.72,ZA,1674097975
40,ponta do sol,32.6667,-17.1,15.4,68,54,3.86,PT,1674097975
41,ustka,54.5805,16.8619,-1.31,68,100,4.6,PL,1674097976
42,cape town,-33.9258,18.4232,22.99,81,78,1.43,ZA,1674097976
43,arlit,18.7369,7.3853,15.84,12,62,2.79,NE,1674097977
44,mehamn,71.0357,27.8492,-0.05,80,100,5.66,NO,1674097977
45,krasnoselkup,65.7,82.4667,-25.84,96,86,4.63,RU,1674097978
46,moranbah,-22.0016,148.0466,29.04,48,3,6.92,AU,1674097868
47,ixtapa,20.7,-105.2,21.57,73,0,0.0,MX,1674097979
48,alofi,-19.0595,-169.9187,28.94,79,75,3.09,NU,1674097979
49,upernavik,72.7868,-56.1549,-27.87,72,100,2.19,GL,1674097979
50,neftcala,39.3742,49.2472,6.41,85,89,2.74,AZ,1674097980
51,aksay,47.26,39.87,2.36,69,94,4.02,RU,1674097980
52,los llanos de aridane,28.6585,-17.9182,15.86,82,75,7.72,ES,1674097981
53,ucluelet,48.9329,-125.5528,3.38,91,7,3.7,CA,1674097981
54,marienburg,54.0359,19.0266,2.8,85,100,2.03,PL,1674097982
55,cairns,-16.9167,145.7667,27.84,83,75,7.2,AU,1674097898
56,ilulissat,69.2167,-51.1,-35.16,65,0,2.27,GL,1674097983
57,khatanga,71.9667,102.5,-36.28,100,16,2.8,RU,1674097984
58,puerto escondido,15.85,-97.0667,28.46,69,40,2.57,MX,1674097750
59,busselton,-33.65,115.3333,27.26,37,0,2.87,AU,1674097985
60,sioux lookout,50.1001,-91.917,-12.86,96,98,2.84,CA,1674097986
61,port pirie,-33.1833,138.0167,24.85,20,0,4.87,AU,1674097986
62,rikitea,-23.1203,-134.9692,25.57,68,100,0.33,PF,1674097987
63,grand gaube,-20.0064,57.6608,26.32,82,97,3.58,MU,1674097988
64,fortuna,40.5982,-124.1573,5.55,96,100,2.57,US,1674097989
65,palmer,42.1584,-72.3287,6.4,77,75,4.12,US,1674097989
66,sokode,8.9833,1.1333,21.96,24,1,1.58,TG,1674097990
67,cabo san lucas,22.8909,-109.9124,20.28,74,40,2.84,MX,1674097991
68,vadso,70.0744,29.7487,1.09,80,100,10.8,NO,1674097991
69,qasigiannguit,68.8193,-51.1922,-35.24,65,0,1.71,GL,1674097992
70,ribeira grande,38.5167,-28.7,13.21,83,16,0.89,PT,1674097992
71,castro,-24.7911,-50.0119,16.54,92,100,1.21,BR,1674097984
72,baykit,61.67,96.37,-42.52,99,77,0.7,RU,1674097993
73,chokurdakh,70.6333,147.9167,-37.99,100,31,2.35,RU,1674097994
74,tasiilaq,65.6145,-37.6368,-12.91,82,100,1.7,GL,1674097994
75,hermanus,-34.4187,19.2345,19.89,93,11,3.82,ZA,1674097745
76,bluff,-46.6,168.3333,18.23,72,72,6.18,NZ,1674097995
77,akyab,20.15,92.9,20.7,46,2,3.52,MM,1674097996
78,lethem,3.3803,-59.7968,24.9,64,68,4.22,GY,1674097997
79,wajima,37.4,136.9,7.0,63,12,5.28,JP,1674097997
80,deputatskiy,69.3,139.9,-35.89,100,98,0.6,RU,1674097998
81,punta arenas,-53.15,-70.9167,13.06,76,0,7.2,CL,1674097990
82,igrim,63.1906,64.4162,-19.76,100,82,1.67,RU,1674097999
83,bambous virieux,-20.3428,57.7575,26.23,87,99,6.63,MU,1674097999
84,port macquarie,-31.4333,152.9167,26.61,77,99,4.51,AU,1674097990
85,yakeshi,49.2833,120.7333,-22.27,95,100,0.88,CN,1674098001
86,severo-kurilsk,50.6789,156.125,-8.74,62,100,12.99,RU,1674098001
87,hasaki,35.7333,140.8333,9.05,60,93,5.75,JP,1674098002
88,port alfred,-33.5906,26.891,22.32,90,95,1.23,ZA,1674097995
89,kahului,20.8947,-156.47,28.01,58,20,4.12,US,1674098003
90,matara,5.9485,80.5353,24.58,63,97,5.77,LK,1674098004
91,norman wells,65.282,-126.8329,-23.27,99,95,1.47,CA,1674098005
92,hithadhoo,-0.6,73.0833,27.59,74,9,4.7,MV,1674098005
93,saldanha,-33.0117,17.9442,18.43,92,92,3.45,ZA,1674098006
94,kefamenanu,-9.4467,124.4781,28.72,65,100,1.57,ID,1674098007
95,rio gallegos,-51.6226,-69.2181,16.34,58,0,1.38,AR,1674098007
96,vila velha,-20.3297,-40.2925,23.97,88,40,1.54,BR,1674097992
97,sao filipe,14.8961,-24.4956,24.01,64,3,5.5,CV,1674098008
98,korla,41.7597,86.1469,-13.55,81,7,0.57,CN,1674097967
99,ancud,-41.8697,-73.8203,12.87,84,7,0.59,CL,1674098009
100,airai,-8.9266,125.4092,21.89,71,100,1.93,TL,1674098010
101,hilo,19.7297,-155.09,22.85,93,100,5.14,US,1674098010
102,ojinaga,29.5667,-104.4167,11.53,30,0,6.69,MX,1674098011
103,yellowknife,62.456,-114.3525,-4.71,100,100,5.66,CA,1674097972
104,provideniya,64.3833,-173.3,-23.94,58,20,3.0,RU,1674098012
105,conde,-7.2597,-34.9075,23.7,100,75,1.54,BR,1674098012
106,kapaa,22.0752,-159.319,26.18,81,100,3.6,US,1674098012
107,cap-aux-meules,47.3821,-61.8597,0.16,97,92,4.02,CA,1674097809
108,asau,46.4333,26.4,5.71,85,29,1.85,RO,1674098013
109,arraial do cabo,-22.9661,-42.0278,23.43,90,100,6.26,BR,1674097749
110,dawei,14.0833,98.2,28.06,44,85,2.35,MM,1674098014
111,chuy,-33.6971,-53.4616,22.26,71,100,4.78,UY,1674098015
112,padang,-0.9492,100.3543,28.03,80,100,0.61,ID,1674098015
113,ormara,25.2088,64.6357,20.17,57,83,2.66,PK,1674098016
114,qaanaaq,77.484,-69.3632,-28.27,97,100,2.46,GL,1674098016
115,pierre,44.3683,-100.351,-5.08,90,100,4.02,US,1674097808
116,bonthe,7.5264,-12.505,23.65,87,4,1.7,SL,1674098017
117,narsaq,60.9167,-46.05,1.12,90,100,4.47,GL,1674098018
118,yeppoon,-23.1333,150.7333,28.88,71,16,6.64,AU,1674098018
119,pangody,65.85,74.4859,-18.52,97,100,2.65,RU,1674098019
120,contamana,-7.3333,-75.0167,22.9,97,100,1.04,PE,1674098019
121,mimongo,-1.6195,11.6068,20.44,98,97,0.61,GA,1674098020
122,necochea,-38.5473,-58.7368,20.26,84,36,7.03,AR,1674098020
123,jamestown,42.097,-79.2353,1.8,72,100,1.54,US,1674097998
124,vaini,-21.2,-175.2,31.09,74,75,4.63,TO,1674098021
125,chabahar,25.2919,60.643,20.91,72,78,3.04,IR,1674098022
126,sinnamary,5.3833,-52.95,24.07,87,91,3.21,GF,1674098022
127,tuatapere,-46.1333,167.6833,23.12,49,43,3.62,NZ,1674098023
128,landeck,47.1301,10.5636,-5.77,97,100,1.76,AT,1674098023
129,kirakira,-10.4544,161.9205,28.71,74,98,4.15,SB,1674098024
130,mathbaria,22.2876,89.9593,19.48,39,0,3.44,BD,1674098024
131,maturin,9.75,-63.1767,20.23,94,76,2.2,VE,1674098025
132,narok,-1.0783,35.8601,12.34,67,46,1.03,KE,1674098025
133,vardo,70.3705,31.1107,0.99,80,100,12.35,NO,1674098026
134,hamilton,39.1834,-84.5333,7.35,92,100,3.6,US,1674098026
135,itarema,-2.9248,-39.9167,24.92,85,100,4.07,BR,1674097830
136,atuona,-9.8,-139.0333,26.09,77,60,8.93,PF,1674098027
137,kachiry,53.0675,76.1036,-15.45,92,71,3.97,KZ,1674098027
138,sorland,67.667,12.6934,1.92,92,100,5.86,NO,1674098028
139,port lincoln,-34.7333,135.8667,18.18,51,83,6.82,AU,1674098028
140,yarim,14.298,44.3779,7.67,57,33,1.85,YE,1674098029
141,dunedin,-45.8742,170.5036,21.56,65,25,3.58,NZ,1674097862
142,talnakh,69.4865,88.3972,-33.74,80,82,1.47,RU,1674098029
143,dikson,73.5069,80.5464,-30.06,83,100,2.18,RU,1674098030
144,pangnirtung,66.1451,-65.7125,-27.54,63,2,2.68,CA,1674097879
145,flinders,-34.5833,150.8552,19.47,74,100,6.66,AU,1674098031
146,sawtell,-30.3833,153.1,29.55,61,75,7.2,AU,1674098031
147,champerico,14.3,-91.9167,25.13,67,87,2.16,GT,1674098031
148,san quintin,30.4833,-115.95,13.23,64,100,3.01,MX,1674098032
149,gijon,43.5357,-5.6615,7.67,85,100,4.02,ES,1674097829
150,mogadishu,2.0371,45.3438,24.29,84,100,8.04,SO,1674098021
151,lagoa,39.05,-27.9833,13.11,71,0,2.67,PT,1674098033
152,ust-kulom,61.6864,53.6902,-6.15,89,100,3.15,RU,1674098034
153,mahebourg,-20.4081,57.7,26.25,86,99,6.76,MU,1674098036
154,adre,13.4667,22.2,17.48,21,75,4.41,TD,1674098036
155,saint-pierre,-21.3393,55.4781,28.65,88,100,2.06,RE,1674098037
156,thompson,55.7435,-97.8558,-9.91,85,100,2.06,CA,1674098037
157,putina,-15.4667,-69.4333,6.97,77,93,6.36,PE,1674098038
158,te anau,-45.4167,167.7167,25.76,29,48,3.17,NZ,1674097811
159,yashan,22.1975,109.9419,13.86,55,20,3.05,CN,1674098038
160,saint-philippe,-21.3585,55.7679,24.77,89,90,5.9,RE,1674098039
161,yermekeyevo,54.0761,53.6712,-18.79,78,0,2.15,RU,1674098039
162,saquisili,-0.8333,-78.6667,10.29,96,100,0.05,EC,1674098040
163,benicarlo,40.4165,0.4271,7.91,49,0,14.4,ES,1674098041
164,guerrero negro,27.9769,-114.0611,14.43,60,99,4.18,MX,1674097950
165,barrow,71.2906,-156.7887,-18.99,78,100,8.75,US,1674098041
166,kupino,54.3663,77.2981,-15.79,97,37,3.9,RU,1674098042
167,wilmington,34.2257,-77.9447,14.36,89,0,0.45,US,1674097761
168,mahibadhoo,3.7833,72.9667,26.81,80,82,7.37,MV,1674098043
169,curuca,-0.7289,-47.8481,21.45,96,100,0.94,BR,1674098044
170,pauini,-7.7136,-66.9764,21.84,99,100,0.97,BR,1674098045
171,laguna,38.421,-121.4238,11.27,77,100,6.17,US,1674098045
172,east london,-33.0153,27.9116,23.88,77,87,2.08,ZA,1674098046
173,qaqortoq,60.7167,-46.0333,-3.22,89,100,4.53,GL,1674098046
174,vryheid,-27.7695,30.7917,16.5,81,88,1.91,ZA,1674098047
175,kyzyl,51.7,94.45,-20.58,97,100,0.43,RU,1674098048
176,keti bandar,24.1447,67.4497,15.96,27,87,6.46,PK,1674098048
177,karratha,-20.7377,116.8463,28.18,68,98,3.76,AU,1674098049
178,souillac,-20.5167,57.5167,25.92,87,98,6.21,MU,1674098018
179,bombay,19.0144,72.8479,21.99,68,0,1.54,IN,1674097846
180,sept-iles,50.2001,-66.3821,0.59,80,100,5.14,CA,1674098050
181,huzhou,30.8703,120.0933,7.39,39,5,1.03,CN,1674098051
182,akdepe,42.0551,59.3788,-6.73,55,26,3.35,TM,1674098052
183,auki,-8.7676,160.7034,29.68,67,66,5.08,SB,1674098052
184,tautira,-17.7333,-149.15,27.15,75,22,7.63,PF,1674098053
185,escanaba,45.7453,-87.0646,0.17,92,100,1.54,US,1674098054
186,lebu,-37.6167,-73.65,13.08,88,46,3.18,CL,1674098045
187,skutec,49.8435,15.9966,1.49,100,100,3.42,CZ,1674098055
188,lata,40.1629,-8.3327,3.37,89,30,0.54,PT,1674098056
189,kindersley,51.4668,-109.1682,-7.44,99,94,4.0,CA,1674098057
190,zyryanka,65.75,150.85,-29.38,96,100,5.42,RU,1674098058
191,leshukonskoye,64.8989,45.7622,-3.1,95,100,3.78,RU,1674098059
192,olga,43.7444,135.2892,-5.85,78,100,1.64,RU,1674098059
193,coihueco,-36.6167,-71.8333,16.15,52,0,0.82,CL,1674098060
194,balkanabat,39.5108,54.3671,0.43,52,28,1.91,TM,1674098061
195,nishihara,26.1842,127.7558,18.81,55,20,4.12,JP,1674098062
196,abu dhabi,24.4667,54.3667,20.01,67,20,5.66,AE,1674098063
197,yairipok,24.6667,94.0667,13.42,40,0,0.66,IN,1674098064
198,mandalgovi,45.7625,106.2708,-20.8,66,3,5.04,MN,1674098064
199,fare,-16.7,-151.0167,27.55,69,4,6.03,PF,1674098065
200,friesach,46.9553,14.4058,2.33,87,100,2.82,AT,1674098065
201,kushiro,42.975,144.3747,-6.27,63,48,0.75,JP,1674098066
202,longyearbyen,78.2186,15.6401,-7.09,68,0,4.63,SJ,1674098067
203,abashiri,44.0213,144.2697,-6.14,62,100,1.58,JP,1674098067
204,havre-saint-pierre,50.2334,-63.5986,1.2,93,100,1.54,CA,1674098068
205,carnarvon,-24.8667,113.6333,31.64,52,0,3.51,AU,1674098069
206,port-gentil,-0.7193,8.7815,27.39,76,96,3.79,GA,1674098069
207,bonfim,3.0833,-59.95,25.76,61,70,2.35,BR,1674098070
208,hami,42.8,93.45,-9.19,49,0,3.37,CN,1674098070
209,mildura,-34.2,142.15,22.26,39,0,7.46,AU,1674098071
210,ozuluama,21.6667,-97.85,19.75,86,55,1.66,MX,1674098072
211,kumluca,36.3703,30.2869,12.85,68,6,2.88,TR,1674098072
212,rantauprapat,2.1,99.8333,26.92,74,100,0.33,ID,1674098073
213,esperance,-33.8667,121.9,21.58,47,100,6.08,AU,1674098038
214,saint george,37.1041,-113.5841,4.58,60,0,2.06,US,1674097998
215,garden city,42.3256,-83.331,4.0,77,100,3.09,US,1674097789
216,katsuura,35.1333,140.3,8.3,73,100,6.61,JP,1674098074
217,simi,9.5667,-12.35,20.66,73,30,0.3,SL,1674098074
218,yelan,50.949,43.7378,-7.35,83,16,5.46,RU,1674098023
219,yagodnoye,62.55,149.6667,-29.48,96,100,1.47,RU,1674098075
220,pevek,69.7008,170.3133,-29.43,96,100,5.31,RU,1674098076
221,termoli,41.9888,14.9895,8.77,73,67,3.76,IT,1674098076
222,el alto,-4.2714,-81.2147,20.59,76,88,4.68,PE,1674098077
223,wuda,39.4994,106.7117,-8.5,53,6,8.27,CN,1674098077
224,saint-francois,46.4154,3.9054,-0.31,93,100,2.57,FR,1674098078
225,labuhan,-6.8844,112.2051,26.39,83,100,3.8,ID,1674098078
226,nampula,-15.1165,39.2666,20.23,97,100,0.9,MZ,1674098079
227,tuktoyaktuk,69.4541,-133.0374,-16.18,96,100,0.87,CA,1674098079
228,tripoli,32.8752,13.1875,14.98,50,0,5.7,LY,1674098080
229,ahipara,-35.1667,173.1667,22.18,61,12,3.94,NZ,1674098080
230,codrington,-38.2667,141.9667,17.36,45,22,7.43,AU,1674098081
231,srednekolymsk,67.45,153.6833,-33.17,99,100,1.57,RU,1674098014
232,saskylakh,71.9167,114.0833,-39.0,100,37,0.28,RU,1674098082
233,berlevag,70.8578,29.0864,-0.03,80,100,8.75,NO,1674098082
234,los alamos,35.8881,-106.307,-2.42,73,0,0.0,US,1674098082
235,shimoda,34.6667,138.95,6.17,72,98,5.0,JP,1674098083
236,camacha,33.0833,-16.3333,13.68,72,40,6.17,PT,1674098083
237,kasongo-lunda,-6.4667,16.8167,20.55,98,100,0.61,CD,1674098084
238,ndele,8.4109,20.6473,20.24,30,4,1.84,CF,1674098084
239,makakilo city,21.3469,-158.0858,27.18,61,0,3.6,US,1674098085
240,nanortalik,60.1432,-45.2371,-2.43,89,100,6.92,GL,1674098085
241,cabedelo,-6.9811,-34.8339,24.37,83,53,4.83,BR,1674097789
242,manono,-7.3,27.4167,18.85,97,100,0.81,CD,1674098086
243,georgetown,5.4112,100.3354,28.96,61,20,4.63,MY,1674097850
244,hit,33.6416,42.8251,10.84,78,0,4.08,IQ,1674098087
245,dryden,49.7833,-92.7503,-13.25,97,100,2.03,CA,1674098087
246,cristalina,-16.7686,-47.6136,16.48,86,31,0.18,BR,1674098087
247,cangzhou,38.3167,116.8667,3.27,30,0,3.12,CN,1674098088
248,ceres,37.5949,-120.9577,11.0,77,75,2.06,US,1674097956
249,bilma,18.6853,12.9164,15.49,21,22,1.99,NE,1674098089
250,vikulovo,56.8167,70.6107,-14.95,97,75,2.06,RU,1674098089
251,nome,64.5011,-165.4064,-22.96,70,0,1.54,US,1674098090
252,kuala terengganu,5.3302,103.1408,25.71,78,100,1.7,MY,1674098090
253,snezhnogorsk,69.1933,33.2531,-1.12,92,100,5.23,RU,1674098091
254,ponta delgada,37.7333,-25.6667,9.4,81,20,3.09,PT,1674098091
255,cayenne,4.9333,-52.3333,23.02,100,75,2.57,GF,1674097827
256,kismayo,-0.3582,42.5454,24.39,83,99,5.89,SO,1674098093
257,torbay,47.6666,-52.7314,4.21,93,100,2.68,CA,1674098095
258,obigarm,38.7173,69.7088,-6.49,75,100,2.98,TJ,1674098095
259,port hardy,50.6996,-127.4199,4.37,84,81,2.29,CA,1674098097
260,gamba,-2.65,10.0,24.83,86,100,1.93,GA,1674098100
261,jinchang,38.4953,102.1739,-6.22,32,3,2.57,CN,1674098100
262,grindavik,63.8424,-22.4338,-5.74,79,0,4.12,IS,1674098101
263,yashalta,46.3395,42.2762,-0.09,94,76,5.7,RU,1674098101
264,namatanai,-3.6667,152.4333,28.48,74,93,3.38,PG,1674098102
265,ranong,9.9658,98.6348,27.93,61,87,3.48,TH,1674098103
266,buala,-8.145,159.5921,29.45,72,95,5.1,SB,1674098105
267,chernaya kholunitsa,58.8511,51.7154,-11.8,94,73,3.55,RU,1674098105
268,terre-de-bas,15.8501,-61.6442,21.73,70,41,7.96,GP,1674098106
269,prosperous,53.2903,-6.7539,2.82,92,100,2.53,IE,1674098106
270,luderitz,-26.6481,15.1594,18.4,85,4,4.24,NA,1674098045
271,salalah,17.0151,54.0924,24.05,46,0,5.66,OM,1674098108
272,asfi,32.2994,-9.2372,11.64,79,5,8.05,MA,1674098108
273,kaitangata,-46.2817,169.8464,20.14,69,13,3.65,NZ,1674098046
274,port blair,11.6667,92.75,26.02,73,100,1.03,IN,1674098030
275,ahuimanu,21.4447,-157.8378,27.84,66,75,3.6,US,1674098110
276,pirassununga,-21.9961,-47.4258,19.87,95,95,1.83,BR,1674098110
277,methoni,36.8197,21.7049,17.34,77,6,8.11,GR,1674098111
278,husavik,66.0449,-17.3389,-3.84,77,100,4.56,IS,1674098052
279,nueva loja,0.0847,-76.8828,20.66,99,63,0.71,EC,1674098081
280,itoman,26.1247,127.6694,19.21,55,20,4.12,JP,1674098112
281,horta,38.5333,-28.6333,12.79,83,19,0.89,PT,1674098113
